Chiplet ID,Tile ID,HW Type,NoC Position,AI Layer,NodeName
C1,T64,CPU,"16,3",['L26'],['Gelu']
C1,T65,Mem Tile,"15,3",['L26'],['Output']
C1,T66,Mem Tile,"14,3",['L27'],['Weight']
C1,T67,SA,"13,3",['L27'],['Gemm']
C1,T68,Mem Tile,"12,3",['L27'],['Output']
C1,T69,CPU,"11,3",['L28'],['Add']
C1,T70,Mem Tile,"10,3",['L28'],['Output']
C1,T71,CPU,"9,3",['L29'],['LayerNormalization']
C1,T72,Mem Tile,"8,3",['L29'],['Output']
C1,T73,Mem Tile,"7,3",['L30'],['Weight']
C1,T74,SA,"6,3",['L30'],['Gemm']
C1,T75,Mem Tile,"5,3",['L30'],['Output']
C1,T76,Mem Tile,"4,3",['L31'],['Weight']
C1,T77,SA,"3,3",['L31'],['MatMul']
C1,T78,Mem Tile,"2,3",['L31'],['Output']
C1,T79,CPU,"1,3",['L32'],['Add']
C1,T80,Mem Tile,"0,3",['L32'],['Output']
C1,T81,CPU,"0,4",['L33'],['Softmax']
C1,T82,Mem Tile,"1,4",['L33'],['Output']
C1,T83,Mem Tile,"2,4",['L34'],['Weight']
C1,T84,SA,"3,4",['L34'],['MatMul']
C1,T85,Mem Tile,"4,4",['L34'],['Output']
C1,T86,Mem Tile,"5,4",['L35'],['Weight']
C1,T87,SA,"6,4",['L35'],['Gemm']
C1,T88,Mem Tile,"7,4",['L35'],['Output']
C1,T89,CPU,"8,4",['L36'],['Add']
C1,T90,Mem Tile,"9,4",['L36'],['Output']
C1,T91,CPU,"10,4",['L37'],['LayerNormalization']
C1,T92,Mem Tile,"11,4",['L37'],['Output']
C1,T93,Mem Tile,"12,4",['L38'],['Weight']
C1,T94,SA,"13,4",['L38'],['Gemm']
C1,T95,Mem Tile,"14,4",['L38'],['Output']
C1,T96,CPU,"15,4",['L39'],['Gelu']
C1,T97,Mem Tile,"16,4",['L39'],['Output']
C1,T98,Mem Tile,"17,4",['L40'],['Weight']
C1,T99,SA,"18,4",['L40'],['Gemm']
C1,T100,Mem Tile,"19,4",['L40'],['Output']
C1,T101,CPU,"19,5",['L41'],['Add']
C1,T102,Mem Tile,"18,5",['L41'],['Output']
C1,T103,CPU,"17,5",['L42'],['LayerNormalization']
C1,T104,Mem Tile,"16,5",['L42'],['Output']
C1,T105,Mem Tile,"15,5",['L43'],['Weight']
C1,T106,SA,"14,5",['L43'],['Gemm']
C1,T107,Mem Tile,"13,5",['L43'],['Output']
C1,T108,Mem Tile,"12,5",['L44'],['Weight']
C1,T109,SA,"11,5",['L44'],['MatMul']
C1,T110,Mem Tile,"10,5",['L44'],['Output']
C1,T111,CPU,"9,5",['L45'],['Add']
C1,T112,Mem Tile,"8,5",['L45'],['Output']
C1,T113,CPU,"7,5",['L46'],['Softmax']
C1,T114,Mem Tile,"6,5",['L46'],['Output']
C1,T115,Mem Tile,"5,5",['L47'],['Weight']
C1,T116,SA,"4,5",['L47'],['MatMul']
C1,T117,Mem Tile,"3,5",['L47'],['Output']
C1,T118,Mem Tile,"2,5",['L48'],['Weight']
C1,T119,SA,"1,5",['L48'],['Gemm']
C1,T120,Mem Tile,"0,5",['L48'],['Output']
C1,T121,CPU,"0,6",['L49'],['Add']
C1,T122,Mem Tile,"1,6",['L49'],['Output']
C1,T123,CPU,"2,6",['L50'],['LayerNormalization']
C1,T124,Mem Tile,"3,6",['L50'],['Output']
C1,T125,Mem Tile,"4,6",['L51'],['Weight']
C1,T126,SA,"5,6",['L51'],['Gemm']
C1,T127,Mem Tile,"6,6",['L51'],['Output']
C1,T128,CPU,"7,6",['L52'],['Gelu']
C1,T129,Mem Tile,"8,6",['L52'],['Output']
C1,T130,Mem Tile,"9,6",['L53'],['Weight']
C1,T131,SA,"10,6",['L53'],['Gemm']
C1,T132,Mem Tile,"11,6",['L53'],['Output']
C1,T133,CPU,"12,6",['L54'],['Add']
C1,T134,Mem Tile,"13,6",['L54'],['Output']
C1,T135,CPU,"14,6",['L55'],['LayerNormalization']
C1,T136,Mem Tile,"15,6",['L55'],['Output']
C1,T137,Mem Tile,"16,6",['L56'],['Weight']
C1,T138,SA,"17,6",['L56'],['Gemm']
C1,T139,Mem Tile,"18,6",['L56'],['Output']
C1,T140,Mem Tile,"19,6",['L57'],['Weight']
C1,T141,SA,"19,7",['L57'],['MatMul']
C1,T142,Mem Tile,"18,7",['L57'],['Output']
C1,T143,CPU,"17,7",['L58'],['Add']
C1,T144,Mem Tile,"16,7",['L58'],['Output']
C1,T145,CPU,"15,7",['L59'],['Softmax']
C1,T146,Mem Tile,"14,7",['L59'],['Output']
C1,T147,Mem Tile,"13,7",['L60'],['Weight']
C1,T148,SA,"12,7",['L60'],['MatMul']
C1,T149,Mem Tile,"11,7",['L60'],['Output']
C1,T150,Mem Tile,"10,7",['L61'],['Weight']
C1,T151,SA,"9,7",['L61'],['Gemm']
C1,T152,Mem Tile,"8,7",['L61'],['Output']
C1,T153,CPU,"7,7",['L62'],['Add']
C1,T154,Mem Tile,"6,7",['L62'],['Output']
C1,T155,CPU,"5,7",['L63'],['LayerNormalization']
C1,T156,Mem Tile,"4,7",['L63'],['Output']
C1,T157,Mem Tile,"3,7",['L64'],['Weight']
C1,T158,SA,"2,7",['L64'],['Gemm']
C1,T159,Mem Tile,"1,7",['L64'],['Output']
C1,T160,CPU,"0,7",['L65'],['Gelu']
C1,T161,Mem Tile,"0,8",['L65'],['Output']
C1,T162,Mem Tile,"1,8",['L66'],['Weight']
C1,T163,SA,"2,8",['L66'],['Gemm']
C1,T164,Mem Tile,"3,8",['L66'],['Output']
C1,T165,CPU,"4,8",['L67'],['Add']
C1,T166,Mem Tile,"5,8",['L67'],['Output']
C1,T167,CPU,"6,8",['L68'],['LayerNormalization']
C1,T168,Mem Tile,"7,8",['L68'],['Output']
C1,T169,Mem Tile,"8,8",['L69'],['Weight']
C1,T170,SA,"9,8",['L69'],['Gemm']
C1,T171,Mem Tile,"10,8",['L69'],['Output']
C1,T172,Mem Tile,"11,8",['L70'],['Weight']
C1,T173,SA,"12,8",['L70'],['MatMul']
C1,T174,Mem Tile,"13,8",['L70'],['Output']
C1,T175,CPU,"14,8",['L71'],['Add']
C1,T176,Mem Tile,"15,8",['L71'],['Output']
C1,T177,CPU,"16,8",['L72'],['Softmax']
C1,T178,Mem Tile,"17,8",['L72'],['Output']
C1,T179,Mem Tile,"18,8",['L73'],['Weight']
C1,T180,SA,"19,8",['L73'],['MatMul']
C1,T181,Mem Tile,"19,9",['L73'],['Output']
C1,T182,Mem Tile,"18,9",['L74'],['Weight']
C1,T183,SA,"17,9",['L74'],['Gemm']
C1,T184,Mem Tile,"16,9",['L74'],['Output']
C1,T185,CPU,"15,9",['L75'],['Add']
C1,T186,Mem Tile,"14,9",['L75'],['Output']
C1,T187,CPU,"13,9",['L76'],['LayerNormalization']
C1,T188,Mem Tile,"12,9",['L76'],['Output']
C1,T189,Mem Tile,"11,9",['L77'],['Weight']
C1,T190,SA,"10,9",['L77'],['Gemm']
C1,T191,Mem Tile,"9,9",['L77'],['Output']
C1,T192,CPU,"8,9",['L78'],['Gelu']
C1,T193,Mem Tile,"7,9",['L78'],['Output']
C1,T194,Mem Tile,"6,9",['L79'],['Weight']
C1,T195,SA,"5,9",['L79'],['Gemm']
C1,T196,Mem Tile,"4,9",['L79'],['Output']
C1,T197,CPU,"3,9",['L80'],['Add']
C1,T198,Mem Tile,"2,9",['L80'],['Output']
C1,T199,CPU,"1,9",['L81'],['LayerNormalization']
C1,T200,Mem Tile,"0,9",['L81'],['Output']
C1,T201,Mem Tile,"0,10",['L82'],['Weight']
C1,T202,SA,"1,10",['L82'],['Gemm']
C1,T203,Mem Tile,"2,10",['L82'],['Output']
C1,T204,Mem Tile,"3,10",['L83'],['Weight']
C1,T205,SA,"4,10",['L83'],['MatMul']
C1,T206,Mem Tile,"5,10",['L83'],['Output']
C1,T207,CPU,"6,10",['L84'],['Add']
C1,T208,Mem Tile,"7,10",['L84'],['Output']
C1,T209,CPU,"8,10",['L85'],['Softmax']
C1,T210,Mem Tile,"9,10",['L85'],['Output']
C1,T211,Mem Tile,"10,10",['L86'],['Weight']
C1,T212,SA,"11,10",['L86'],['MatMul']
C1,T213,Mem Tile,"12,10",['L86'],['Output']
C1,T214,Mem Tile,"13,10",['L87'],['Weight']
C1,T215,SA,"14,10",['L87'],['Gemm']
C1,T216,Mem Tile,"15,10",['L87'],['Output']
C1,T217,CPU,"16,10",['L88'],['Add']
C1,T218,Mem Tile,"17,10",['L88'],['Output']
C1,T219,CPU,"18,10",['L89'],['LayerNormalization']
C1,T220,Mem Tile,"19,10",['L89'],['Output']
C1,T221,Mem Tile,"19,11",['L90'],['Weight']
C1,T222,SA,"18,11",['L90'],['Gemm']
C1,T223,Mem Tile,"17,11",['L90'],['Output']
C1,T224,CPU,"16,11",['L91'],['Gelu']
C1,T225,Mem Tile,"15,11",['L91'],['Output']
C1,T226,Mem Tile,"14,11",['L92'],['Weight']
C1,T227,SA,"13,11",['L92'],['Gemm']
C1,T228,Mem Tile,"12,11",['L92'],['Output']
C1,T229,CPU,"11,11",['L93'],['Add']
C1,T230,Mem Tile,"10,11",['L93'],['Output']
C1,T231,CPU,"9,11",['L94'],['LayerNormalization']
C1,T232,Mem Tile,"8,11",['L94'],['Output']
C1,T233,Mem Tile,"7,11",['L95'],['Weight']
C1,T234,SA,"6,11",['L95'],['Gemm']
C1,T235,Mem Tile,"5,11",['L95'],['Output']
C1,T236,Mem Tile,"4,11",['L96'],['Weight']
C1,T237,SA,"3,11",['L96'],['MatMul']
C1,T238,Mem Tile,"2,11",['L96'],['Output']
C1,T239,CPU,"1,11",['L97'],['Add']
C1,T240,Mem Tile,"0,11",['L97'],['Output']
C1,T241,CPU,"0,12",['L98'],['Softmax']
C1,T242,Mem Tile,"1,12",['L98'],['Output']
C1,T243,Mem Tile,"2,12",['L99'],['Weight']
C1,T244,SA,"3,12",['L99'],['MatMul']
C1,T245,Mem Tile,"4,12",['L99'],['Output']
C1,T246,Mem Tile,"5,12",['L100'],['Weight']
C1,T247,SA,"6,12",['L100'],['Gemm']
C1,T248,Mem Tile,"7,12",['L100'],['Output']
C1,T249,CPU,"8,12",['L101'],['Add']
C1,T250,Mem Tile,"9,12",['L101'],['Output']
C1,T251,CPU,"10,12",['L102'],['LayerNormalization']
C1,T252,Mem Tile,"11,12",['L102'],['Output']
C1,T253,Mem Tile,"12,12",['L103'],['Weight']
C1,T254,SA,"13,12",['L103'],['Gemm']
C1,T255,Mem Tile,"14,12",['L103'],['Output']
C1,T256,CPU,"15,12",['L104'],['Gelu']
C1,T257,Mem Tile,"16,12",['L104'],['Output']
C1,T258,Mem Tile,"17,12",['L105'],['Weight']
C1,T259,SA,"18,12",['L105'],['Gemm']
C1,T260,Mem Tile,"19,12",['L105'],['Output']
C1,T261,CPU,"19,13",['L106'],['Add']
C1,T262,Mem Tile,"18,13",['L106'],['Output']
C1,T263,CPU,"17,13",['L107'],['LayerNormalization']
C1,T264,Mem Tile,"16,13",['L107'],['Output']
C1,T265,Mem Tile,"15,13",['L108'],['Weight']
C1,T266,SA,"14,13",['L108'],['Gemm']
C1,T267,Mem Tile,"13,13",['L108'],['Output']
C1,T268,Mem Tile,"12,13",['L109'],['Weight']
C1,T269,SA,"11,13",['L109'],['MatMul']
C1,T270,Mem Tile,"10,13",['L109'],['Output']
C1,T271,CPU,"9,13",['L110'],['Add']
C1,T272,Mem Tile,"8,13",['L110'],['Output']
C1,T273,CPU,"7,13",['L111'],['Softmax']
C1,T274,Mem Tile,"6,13",['L111'],['Output']
C1,T275,Mem Tile,"5,13",['L112'],['Weight']
C1,T276,SA,"4,13",['L112'],['MatMul']
C1,T277,Mem Tile,"3,13",['L112'],['Output']
C1,T278,Mem Tile,"2,13",['L113'],['Weight']
C1,T279,SA,"1,13",['L113'],['Gemm']
C1,T280,Mem Tile,"0,13",['L113'],['Output']
C1,T281,CPU,"0,14",['L114'],['Add']
C1,T282,Mem Tile,"1,14",['L114'],['Output']
C1,T283,CPU,"2,14",['L115'],['LayerNormalization']
C1,T284,Mem Tile,"3,14",['L115'],['Output']
C1,T285,Mem Tile,"4,14",['L116'],['Weight']
C1,T286,SA,"5,14",['L116'],['Gemm']
C1,T287,Mem Tile,"6,14",['L116'],['Output']
C1,T288,CPU,"7,14",['L117'],['Gelu']
C1,T289,Mem Tile,"8,14",['L117'],['Output']
C1,T290,Mem Tile,"9,14",['L118'],['Weight']
C1,T291,SA,"10,14",['L118'],['Gemm']
C1,T292,Mem Tile,"11,14",['L118'],['Output']
C1,T293,CPU,"12,14",['L119'],['Add']
C1,T294,Mem Tile,"13,14",['L119'],['Output']
C1,T295,CPU,"14,14",['L120'],['LayerNormalization']
C1,T296,Mem Tile,"15,14",['L120'],['Output']
C1,T297,Mem Tile,"16,14",['L121'],['Weight']
C1,T298,SA,"17,14",['L121'],['Gemm']
C1,T299,Mem Tile,"18,14",['L121'],['Output']
C1,T300,Mem Tile,"19,14",['L122'],['Weight']
C1,T301,SA,"19,15",['L122'],['MatMul']
C1,T302,Mem Tile,"18,15",['L122'],['Output']
C1,T303,CPU,"17,15",['L123'],['Add']
C1,T304,Mem Tile,"16,15",['L123'],['Output']
C1,T305,CPU,"15,15",['L124'],['Softmax']
C1,T306,Mem Tile,"14,15",['L124'],['Output']
C1,T307,Mem Tile,"13,15",['L125'],['Weight']
C1,T308,SA,"12,15",['L125'],['MatMul']
C1,T309,Mem Tile,"11,15",['L125'],['Output']
C1,T310,Mem Tile,"10,15",['L126'],['Weight']
C1,T311,SA,"9,15",['L126'],['Gemm']
C1,T312,Mem Tile,"8,15",['L126'],['Output']
C1,T313,CPU,"7,15",['L127'],['Add']
C1,T314,Mem Tile,"6,15",['L127'],['Output']
C1,T315,CPU,"5,15",['L128'],['LayerNormalization']
C1,T316,Mem Tile,"4,15",['L128'],['Output']
C1,T317,Mem Tile,"3,15",['L129'],['Weight']
C1,T318,SA,"2,15",['L129'],['Gemm']
C1,T319,Mem Tile,"1,15",['L129'],['Output']
C1,T320,CPU,"0,15",['L130'],['Gelu']
C1,T321,Mem Tile,"0,16",['L130'],['Output']
C1,T322,Mem Tile,"1,16",['L131'],['Weight']
C1,T323,SA,"2,16",['L131'],['Gemm']
C1,T324,Mem Tile,"3,16",['L131'],['Output']
C1,T325,CPU,"4,16",['L132'],['Add']
C1,T326,Mem Tile,"5,16",['L132'],['Output']
C1,T327,CPU,"6,16",['L133'],['LayerNormalization']
C1,T328,Mem Tile,"7,16",['L133'],['Output']
C1,T329,Mem Tile,"8,16",['L134'],['Weight']
C1,T330,SA,"9,16",['L134'],['Gemm']
C1,T331,Mem Tile,"10,16",['L134'],['Output']
C1,T332,Mem Tile,"11,16",['L135'],['Weight']
C1,T333,SA,"12,16",['L135'],['MatMul']
C1,T334,Mem Tile,"13,16",['L135'],['Output']
C1,T335,CPU,"14,16",['L136'],['Add']
C1,T336,Mem Tile,"15,16",['L136'],['Output']
C1,T337,CPU,"16,16",['L137'],['Softmax']
C1,T338,Mem Tile,"17,16",['L137'],['Output']
C1,T339,Mem Tile,"18,16",['L138'],['Weight']
C1,T340,SA,"19,16",['L138'],['MatMul']
C1,T341,Mem Tile,"19,17",['L138'],['Output']
C1,T342,Mem Tile,"18,17",['L139'],['Weight']
C1,T343,SA,"17,17",['L139'],['Gemm']
C1,T344,Mem Tile,"16,17",['L139'],['Output']
C1,T345,CPU,"15,17",['L140'],['Add']
C1,T346,Mem Tile,"14,17",['L140'],['Output']
C1,T347,CPU,"13,17",['L141'],['LayerNormalization']
C1,T348,Mem Tile,"12,17",['L141'],['Output']
C1,T349,Mem Tile,"11,17",['L142'],['Weight']
C1,T350,SA,"10,17",['L142'],['Gemm']
C1,T351,Mem Tile,"9,17",['L142'],['Output']
C1,T352,CPU,"8,17",['L143'],['Gelu']
C1,T353,Mem Tile,"7,17",['L143'],['Output']
C1,T354,Mem Tile,"6,17",['L144'],['Weight']
C1,T355,SA,"5,17",['L144'],['Gemm']
C1,T356,Mem Tile,"4,17",['L144'],['Output']
C1,T357,CPU,"3,17",['L145'],['Add']
C1,T358,Mem Tile,"2,17",['L145'],['Output']
C1,T359,CPU,"1,17",['L146'],['LayerNormalization']
C1,T360,Mem Tile,"0,17",['L146'],['Output']
C1,T361,Mem Tile,"0,18",['L147'],['Weight']
C1,T362,SA,"1,18",['L147'],['Gemm']
C1,T363,Mem Tile,"2,18",['L147'],['Output']
C1,T364,Mem Tile,"3,18",['L148'],['Weight']
C1,T365,SA,"4,18",['L148'],['MatMul']
C1,T366,Mem Tile,"5,18",['L148'],['Output']
C1,T367,CPU,"6,18",['L149'],['Add']
C1,T368,Mem Tile,"7,18",['L149'],['Output']
C1,T369,CPU,"8,18",['L150'],['Softmax']
C1,T370,Mem Tile,"9,18",['L150'],['Output']
C1,T371,Mem Tile,"10,18",['L151'],['Weight']
C1,T372,SA,"11,18",['L151'],['MatMul']
C1,T373,Mem Tile,"12,18",['L151'],['Output']
C1,T374,Mem Tile,"13,18",['L152'],['Weight']
C1,T375,SA,"14,18",['L152'],['Gemm']
C1,T376,Mem Tile,"15,18",['L152'],['Output']
C1,T377,CPU,"16,18",['L153'],['Add']
C1,T378,Mem Tile,"17,18",['L153'],['Output']
C1,T379,CPU,"18,18",['L154'],['LayerNormalization']
C1,T380,Mem Tile,"19,18",['L154'],['Output']
C1,T381,Mem Tile,"19,19",['L155'],['Weight']
C1,T382,SA,"18,19",['L155'],['Gemm']
C1,T383,Mem Tile,"17,19",['L155'],['Output']
C1,T384,CPU,"16,19",['L156'],['Gelu']
C1,T385,Mem Tile,"15,19",['L156'],['Output']
C1,T386,Mem Tile,"14,19",['L157'],['Weight']
C1,T387,SA,"13,19",['L157'],['Gemm']
C1,T388,Mem Tile,"12,19",['L157'],['Output']
C1,T389,CPU,"11,19",['L158'],['Add']
C1,T390,Mem Tile,"10,19",['L158'],['Output']
C1,T391,CPU,"9,19",['L159'],['LayerNormalization']
C1,T392,Mem Tile,"8,19",['L159'],['Output']
C1,T393,Mem Tile,"7,19",['L160'],['Weight']
C1,T394,SA,"6,19",['L160'],['MatMul']
C1,T395,Mem Tile,"5,19",['L160'],['Output']
C1,T396,CPU,"4,19",['L161'],['Softmax']
C1,T397,Mem Tile,"3,19",['L161'],['Output']
C1,T398,CPU,"2,19",['L162'],['Add']
C1,T399,Mem Tile,"1,19",['L162'],['Output']
