Layer_ID,Original_ID,Type,in1_dim1,in1_dim2,in1_dim3,in1_dim4,in2_dim1,in2_dim2,in2_dim3,in2_dim4,in3_dim1,in3_dim2,in3_dim3,in3_dim4,prec,out1_dim1,out1_dim2,out1_dim3,out1_dim4,NodeName,Dilations,Groups,KernelShape,Pads,Strides
L23,%1618,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.0/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L24,%1622,Add,1,8,128,64,1,8,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.0/Add_1,NA,NA,NA,NA,NA
L25,%1625,Add,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.1/input_layernorm/Add,NA,NA,NA,NA,NA
L26,%1632,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.1/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L27,%1636,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.1/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L28,%1640,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.1/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L29,%1678,Add,1,8,128,64,1,32,128,64,NA,NA,NA,NA,8,1,128,8192,NA,/model/layers.1/self_attn/Add,NA,NA,NA,NA,NA
L30,%1679,Add,1,8,128,64,1,32,128,64,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.1/self_attn/Add_1,NA,NA,NA,NA,NA
L31,%1703,MatMul,1,128,8192,NA,1,8,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.1/self_attn/MatMul,NA,NA,NA,NA,NA
L32,%1705,Add,1,32,128,64,1,1,128,128,NA,NA,NA,NA,8,1,8,128,64,/model/layers.1/self_attn/Add_2,NA,NA,NA,NA,NA
L33,%1706,Softmax,1,8,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.1/self_attn/Softmax,NA,NA,NA,NA,NA
L34,%1707,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.1/self_attn/MatMul_1,NA,NA,NA,NA,NA
L35,%1711,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.1/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L36,%1715,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.1/Add,NA,NA,NA,NA,NA
L37,%1718,Add,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.1/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L38,%1724,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.1/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L39,%1728,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.1/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L40,%1732,Sigmoid,1,128,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,8192,NA,/model/layers.1/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L41,%1736,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.1/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L42,%1740,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.1/Add_1,NA,NA,NA,NA,NA
L43,%1743,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.2/input_layernorm/Add,NA,NA,NA,NA,NA
L44,%1750,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.2/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L45,%1754,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.2/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L46,%1758,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.2/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L47,%1796,Add,1,8,128,64,1,32,128,64,NA,NA,NA,NA,8,1,8,128,64,/model/layers.2/self_attn/Add,NA,NA,NA,NA,NA
L48,%1797,Add,1,32,128,64,1,128,8192,NA,NA,NA,NA,NA,8,1,32,128,64,/model/layers.2/self_attn/Add_1,NA,NA,NA,NA,NA
L49,%1821,MatMul,1,8,128,64,1,8,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.2/self_attn/MatMul,NA,NA,NA,NA,NA
L50,%1823,Add,1,32,128,64,1,1,128,128,NA,NA,NA,NA,8,1,32,128,128,/model/layers.2/self_attn/Add_2,NA,NA,NA,NA,NA
L51,%1824,Softmax,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.2/self_attn/Softmax,NA,NA,NA,NA,NA
L52,%1825,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.2/self_attn/MatMul_1,NA,NA,NA,NA,NA
L53,%1829,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.2/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L54,%1833,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,128,8192,NA,/model/layers.2/Add,NA,NA,NA,NA,NA
L55,%1836,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.2/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L56,%1842,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.2/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L57,%1846,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.2/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L58,%1850,Sigmoid,1,8,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,128,64,/model/layers.2/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L59,%1854,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.2/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L60,%1858,Add,1,128,8192,NA,1,32,128,64,NA,NA,NA,NA,8,1,128,8192,NA,/model/layers.2/Add_1,NA,NA,NA,NA,NA
L61,%1861,Add,1,32,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,64,/model/layers.3/input_layernorm/Add,NA,NA,NA,NA,NA
L62,%1868,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.3/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L63,%1872,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.3/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L64,%1876,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.3/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L65,%1914,Add,1,32,128,128,1,1,128,128,NA,NA,NA,NA,8,1,32,128,128,/model/layers.3/self_attn/Add,NA,NA,NA,NA,NA
L66,%1915,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.3/self_attn/Add_1,NA,NA,NA,NA,NA
L67,%1939,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.3/self_attn/MatMul,NA,NA,NA,NA,NA
L68,%1941,Add,1,32,128,64,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.3/self_attn/Add_2,NA,NA,NA,NA,NA
L69,%1942,Softmax,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.3/self_attn/Softmax,NA,NA,NA,NA,NA
L70,%1943,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.3/self_attn/MatMul_1,NA,NA,NA,NA,NA
L71,%1947,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.3/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L72,%1951,Add,1,128,8192,NA,1,8,128,64,NA,NA,NA,NA,8,1,32,128,128,/model/layers.3/Add,NA,NA,NA,NA,NA
L73,%1954,Add,1,32,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,64,/model/layers.3/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L74,%1960,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.3/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L75,%1964,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.3/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L76,%1968,Sigmoid,1,1,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.3/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L77,%1972,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.3/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L78,%1976,Add,1,32,128,128,1,1,128,128,NA,NA,NA,NA,8,1,32,128,128,/model/layers.3/Add_1,NA,NA,NA,NA,NA
L79,%1979,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.4/input_layernorm/Add,NA,NA,NA,NA,NA
L80,%1986,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.4/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L81,%1990,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.4/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L82,%1994,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.4/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L83,%2032,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.4/self_attn/Add,NA,NA,NA,NA,NA
L84,%2033,Add,1,8,128,64,1,8,128,64,NA,NA,NA,NA,8,1,8,128,64,/model/layers.4/self_attn/Add_1,NA,NA,NA,NA,NA
L85,%2057,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.4/self_attn/MatMul,NA,NA,NA,NA,NA
L86,%2059,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.4/self_attn/Add_2,NA,NA,NA,NA,NA
L87,%2060,Softmax,1,32,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.4/self_attn/Softmax,NA,NA,NA,NA,NA
L88,%2061,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.4/self_attn/MatMul_1,NA,NA,NA,NA,NA
L89,%2065,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.4/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L90,%2069,Add,1,32,128,128,1,1,128,128,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.4/Add,NA,NA,NA,NA,NA
L91,%2072,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.4/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L92,%2078,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.4/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L93,%2082,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.4/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L94,%2086,Sigmoid,1,1,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.4/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L95,%2090,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.4/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L96,%2094,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.4/Add_1,NA,NA,NA,NA,NA
L97,%2097,Add,1,8,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,8,128,64,/model/layers.5/input_layernorm/Add,NA,NA,NA,NA,NA
L98,%2104,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.5/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L99,%2108,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.5/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L100,%2112,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.5/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L101,%2150,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.5/self_attn/Add,NA,NA,NA,NA,NA
L102,%2151,Add,1,32,128,128,1,1,128,128,NA,NA,NA,NA,8,1,32,128,128,/model/layers.5/self_attn/Add_1,NA,NA,NA,NA,NA
L103,%2175,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.5/self_attn/MatMul,NA,NA,NA,NA,NA
L104,%2177,Add,1,32,128,64,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.5/self_attn/Add_2,NA,NA,NA,NA,NA
L105,%2178,Softmax,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.5/self_attn/Softmax,NA,NA,NA,NA,NA
L106,%2179,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.5/self_attn/MatMul_1,NA,NA,NA,NA,NA
L107,%2183,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.5/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L108,%2187,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,32,128,64,/model/layers.5/Add,NA,NA,NA,NA,NA
L109,%2190,Add,1,8,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,8,128,64,/model/layers.5/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L110,%2196,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.5/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L111,%2200,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.5/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L112,%2204,Sigmoid,1,1,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.5/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L113,%2208,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.5/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L114,%2212,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.5/Add_1,NA,NA,NA,NA,NA
L115,%2215,Add,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.6/input_layernorm/Add,NA,NA,NA,NA,NA
L116,%2222,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.6/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L117,%2226,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.6/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L118,%2230,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.6/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L119,%2268,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.6/self_attn/Add,NA,NA,NA,NA,NA
L120,%2269,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.6/self_attn/Add_1,NA,NA,NA,NA,NA
L121,%2293,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.6/self_attn/MatMul,NA,NA,NA,NA,NA
L122,%2295,Add,1,32,128,64,1,8,128,64,NA,NA,NA,NA,8,1,8,128,64,/model/layers.6/self_attn/Add_2,NA,NA,NA,NA,NA
L123,%2296,Softmax,1,8,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.6/self_attn/Softmax,NA,NA,NA,NA,NA
L124,%2297,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.6/self_attn/MatMul_1,NA,NA,NA,NA,NA
L125,%2301,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.6/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L126,%2305,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.6/Add,NA,NA,NA,NA,NA
L127,%2308,Add,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.6/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L128,%2314,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.6/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L129,%2318,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.6/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L130,%2322,Sigmoid,1,1,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.6/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L131,%2326,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.6/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L132,%2330,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.6/Add_1,NA,NA,NA,NA,NA
L133,%2333,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.7/input_layernorm/Add,NA,NA,NA,NA,NA
L134,%2340,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.7/self_attn/q_proj/MatMul_quant,NA,NA,NA,NA,NA
L135,%2344,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.7/self_attn/k_proj/MatMul_quant,NA,NA,NA,NA,NA
L136,%2348,MatMulInteger,1,128,2048,NA,2048,512,NA,NA,NA,NA,NA,NA,8,1,1,512,NA,/model/layers.7/self_attn/v_proj/MatMul_quant,NA,NA,NA,NA,NA
L137,%2386,Add,1,8,128,64,1,8,128,64,NA,NA,NA,NA,8,1,8,128,64,/model/layers.7/self_attn/Add,NA,NA,NA,NA,NA
L138,%2387,Add,1,32,128,64,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.7/self_attn/Add_1,NA,NA,NA,NA,NA
L139,%2411,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.7/self_attn/MatMul,NA,NA,NA,NA,NA
L140,%2413,Add,1,32,128,64,1,1,128,128,NA,NA,NA,NA,8,1,32,128,128,/model/layers.7/self_attn/Add_2,NA,NA,NA,NA,NA
L141,%2414,Softmax,1,32,128,128,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,128,/model/layers.7/self_attn/Softmax,NA,NA,NA,NA,NA
L142,%2415,MatMul,1,32,128,128,1,32,128,64,NA,NA,NA,NA,8,1,32,128,64,/model/layers.7/self_attn/MatMul_1,NA,NA,NA,NA,NA
L143,%2419,MatMulInteger,1,128,2048,NA,2048,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.7/self_attn/o_proj/MatMul_quant,NA,NA,NA,NA,NA
L144,%2423,Add,1,128,2048,NA,1,128,2048,NA,NA,NA,NA,NA,8,1,8,128,64,/model/layers.7/Add,NA,NA,NA,NA,NA
L145,%2426,Add,1,128,2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,128,2048,NA,/model/layers.7/post_attention_layernorm/Add,NA,NA,NA,NA,NA
L146,%2432,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.7/mlp/gate_proj/MatMul_quant,NA,NA,NA,NA,NA
L147,%2436,MatMulInteger,1,128,2048,NA,2048,8192,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.7/mlp/up_proj/MatMul_quant,NA,NA,NA,NA,NA
L148,%2440,Sigmoid,1,1,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,8192,NA,/model/layers.7/mlp/act_fn/Sigmoid,NA,NA,NA,NA,NA
L149,%2444,MatMulInteger,1,128,2048,NA,8192,2048,NA,NA,NA,NA,NA,NA,8,1,1,2048,NA,/model/layers.7/mlp/down_proj/MatMul_quant,NA,NA,NA,NA,NA
L150,%2448,Add,1,8,128,64,1,8,128,64,NA,NA,NA,NA,8,1,8,128,64,/model/layers.7/Add_1,NA,NA,NA,NA,NA
L151,%2451,Add,1,32,128,64,NA,NA,NA,NA,NA,NA,NA,NA,8,1,32,128,64,/model/layers.8/input_layernorm/Add,NA,NA,NA,NA,NA
