Chiplet ID,Tile ID,HW Type,NoC Position,AI Layer,NodeName
C1,T11,SA,"0,1","['L198', 'L199', 'L200', 'L203', 'L204', 'L206', 'L207', 'L209', 'L211', 'L212', 'L213', 'L216', 'L217', 'L219', 'L220']","['MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger']"
C1,T12,SA,"1,1","['L222', 'L224', 'L225', 'L226', 'L229', 'L230', 'L232', 'L233', 'L235', 'L237', 'L238', 'L239', 'L242', 'L243', 'L245']","['MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger']"
C1,T13,SA,"2,1","['L246', 'L248', 'L250', 'L251', 'L252', 'L255', 'L256', 'L258', 'L259', 'L261', 'L263', 'L264', 'L265', 'L268', 'L269']","['MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger']"
C1,T14,SA,"3,1","['L271', 'L272', 'L274', 'L276', 'L277', 'L278', 'L281', 'L282', 'L284', 'L285', 'L287', 'L289', 'L290', 'L291', 'L294']","['MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention']"
C1,T15,SA,"4,1","['L295', 'L297', 'L298', 'L300', 'L302', 'L303', 'L304', 'L307', 'L308', 'L310', 'L311', 'L313', 'L315', 'L316', 'L317']","['MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger']"
C1,T16,SA,"5,1","['L320', 'L321', 'L323', 'L324', 'L326', 'L328', 'L329', 'L330', 'L333', 'L334', 'L336', 'L337', 'L339', 'L341', 'L342']","['GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger']"
C1,T17,SA,"6,1","['L343', 'L346', 'L347', 'L349', 'L350', 'L352', 'L354', 'L355', 'L356', 'L359', 'L360', 'L362', 'L363', 'L365', 'L367']","['MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'GroupQueryAttention', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMulInteger', 'MatMul']"
C1,T18,CPU,"7,1","['L1', 'L2', 'L6', 'L7', 'L10', 'L13', 'L15', 'L19', 'L20', 'L23', 'L26', 'L28']","['LayerNorm', 'Add', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm']"
C1,T19,CPU,"8,1","['L32', 'L33', 'L36', 'L39', 'L41', 'L45', 'L46', 'L49', 'L52', 'L54', 'L58', 'L59']","['SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization']"
C1,T20,CPU,"9,1","['L62', 'L65', 'L67', 'L71', 'L72', 'L75', 'L78', 'L80', 'L84', 'L85', 'L88', 'L91']","['SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid']"
C1,T21,CPU,"0,2","['L93', 'L97', 'L98', 'L101', 'L104', 'L106', 'L110', 'L111', 'L114', 'L117', 'L119', 'L123']","['SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization']"
C1,T22,CPU,"1,2","['L124', 'L127', 'L130', 'L132', 'L136', 'L137', 'L140', 'L143', 'L145', 'L149', 'L150', 'L153']","['SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm']"
C1,T23,CPU,"2,2","['L156', 'L158', 'L162', 'L163', 'L166', 'L169', 'L171', 'L175', 'L176', 'L179', 'L182', 'L184']","['Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm']"
C1,T24,CPU,"3,2","['L188', 'L189', 'L192', 'L195', 'L197', 'L201', 'L202', 'L205', 'L208', 'L210', 'L214', 'L215']","['SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization']"
C1,T25,CPU,"4,2","['L218', 'L221', 'L223', 'L227', 'L228', 'L231', 'L234', 'L236', 'L240', 'L241', 'L244', 'L247']","['SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid']"
C1,T26,CPU,"5,2","['L249', 'L253', 'L254', 'L257', 'L260', 'L262', 'L266', 'L267', 'L270', 'L273', 'L275', 'L279']","['SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization']"
C1,T27,CPU,"6,2","['L280', 'L283', 'L286', 'L288', 'L292', 'L293', 'L296', 'L299', 'L301', 'L305', 'L306', 'L309']","['SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm']"
C1,T28,CPU,"7,2","['L312', 'L314', 'L318', 'L319', 'L322', 'L325', 'L327', 'L331', 'L332', 'L335', 'L338', 'L340']","['Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm']"
C1,T29,CPU,"8,2","['L344', 'L345', 'L348', 'L351', 'L353', 'L357', 'L358', 'L361', 'L364', 'L366']","['SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm', 'SimplifiedLayerNormalization', 'SimplifiedLayerNormalization', 'SkipLayerNorm', 'Sigmoid', 'SkipLayerNorm']"
C1,T30,Mem Tile,"9,2","['L3', 'L4', 'L5', 'L8', 'L9', 'L11', 'L12', 'L14']",['Weight']
C1,T31,Mem Tile,"0,3","['L16', 'L17', 'L18', 'L21', 'L22', 'L24', 'L25', 'L27']",['Weight']
C1,T32,Mem Tile,"1,3","['L29', 'L30', 'L31', 'L34', 'L35', 'L37', 'L38', 'L40']",['Weight']
C1,T33,Mem Tile,"2,3","['L42', 'L43', 'L44', 'L47', 'L48', 'L50', 'L51', 'L53']",['Weight']
C1,T34,Mem Tile,"3,3","['L55', 'L56', 'L57', 'L60', 'L61', 'L63', 'L64', 'L66']",['Weight']
C1,T35,Mem Tile,"4,3","['L68', 'L69', 'L70', 'L73', 'L74', 'L76', 'L77', 'L79']",['Weight']
C1,T36,Mem Tile,"5,3","['L81', 'L82', 'L83', 'L86', 'L87', 'L89', 'L90', 'L92']",['Weight']
C1,T37,Mem Tile,"6,3","['L94', 'L95', 'L96', 'L99', 'L100', 'L102', 'L103', 'L105']",['Weight']
C1,T38,Mem Tile,"7,3","['L107', 'L108', 'L109', 'L112', 'L113', 'L115', 'L116', 'L118']",['Weight']
C1,T39,Mem Tile,"8,3","['L120', 'L121', 'L122', 'L125', 'L126', 'L128', 'L129', 'L131']",['Weight']
C1,T40,Mem Tile,"9,3","['L133', 'L134', 'L135', 'L138', 'L139', 'L141', 'L142', 'L144']",['Weight']
C1,T41,Mem Tile,"0,4","['L146', 'L147', 'L148', 'L151', 'L152', 'L154', 'L155', 'L157']",['Weight']
C1,T42,Mem Tile,"1,4","['L159', 'L160', 'L161', 'L164', 'L165', 'L167', 'L168', 'L170']",['Weight']
C1,T43,Mem Tile,"2,4","['L172', 'L173', 'L174', 'L177', 'L178', 'L180', 'L181', 'L183']",['Weight']
C1,T44,Mem Tile,"3,4","['L185', 'L186', 'L187', 'L190', 'L191', 'L193', 'L194', 'L196']",['Weight']
C1,T45,Mem Tile,"4,4","['L198', 'L199', 'L200', 'L203', 'L204', 'L206', 'L207', 'L209']",['Weight']
C1,T46,Mem Tile,"5,4","['L211', 'L212', 'L213', 'L216', 'L217', 'L219', 'L220', 'L222']",['Weight']
C1,T47,Mem Tile,"6,4","['L224', 'L225', 'L226', 'L229', 'L230', 'L232', 'L233', 'L235']",['Weight']
C1,T48,Mem Tile,"7,4","['L237', 'L238', 'L239', 'L242', 'L243', 'L245', 'L246', 'L248']",['Weight']
C1,T49,Mem Tile,"8,4","['L250', 'L251', 'L252', 'L255', 'L256', 'L258', 'L259', 'L261']",['Weight']
C1,T50,Mem Tile,"9,4","['L263', 'L264', 'L265', 'L268', 'L269', 'L271', 'L272', 'L274']",['Weight']
C1,T51,Mem Tile,"0,5","['L276', 'L277', 'L278', 'L281', 'L282', 'L284', 'L285', 'L287']",['Weight']
C1,T52,Mem Tile,"1,5","['L289', 'L290', 'L291', 'L294', 'L295', 'L297', 'L298', 'L300']",['Weight']
C1,T53,Mem Tile,"2,5","['L302', 'L303', 'L304', 'L307', 'L308', 'L310', 'L311', 'L313']",['Weight']
C1,T54,Mem Tile,"3,5","['L315', 'L316', 'L317', 'L320', 'L321', 'L323', 'L324', 'L326']",['Weight']
C1,T55,Mem Tile,"4,5","['L328', 'L329', 'L330', 'L333', 'L334', 'L336', 'L337', 'L339']",['Weight']
C1,T56,Mem Tile,"5,5","['L341', 'L342', 'L343', 'L346', 'L347', 'L349', 'L350', 'L352']",['Weight']
C1,T57,Mem Tile,"6,5","['L354', 'L355', 'L356', 'L359', 'L360', 'L362', 'L363', 'L365']",['Weight']
C1,T58,Mem Tile,"7,5",['L367'],['Weight']
C1,T59,Mem Tile,"8,5","['L1', 'L2', 'L3', 'L4', 'L5', 'L6', 'L7', 'L8', 'L9', 'L10']",['Output']
C1,T60,Mem Tile,"9,5","['L11', 'L12', 'L13', 'L14', 'L15', 'L16', 'L17', 'L18', 'L19', 'L20']",['Output']
C1,T61,Mem Tile,"0,6","['L21', 'L22', 'L23', 'L24', 'L25', 'L26', 'L27', 'L28', 'L29', 'L30']",['Output']
C1,T62,Mem Tile,"1,6","['L31', 'L32', 'L33', 'L34', 'L35', 'L36', 'L37', 'L38', 'L39', 'L40']",['Output']
C1,T63,Mem Tile,"2,6","['L41', 'L42', 'L43', 'L44', 'L45', 'L46', 'L47', 'L48', 'L49', 'L50']",['Output']
C1,T64,Mem Tile,"3,6","['L51', 'L52', 'L53', 'L54', 'L55', 'L56', 'L57', 'L58', 'L59', 'L60']",['Output']
C1,T65,Mem Tile,"4,6","['L61', 'L62', 'L63', 'L64', 'L65', 'L66', 'L67', 'L68', 'L69', 'L70']",['Output']
C1,T66,Mem Tile,"5,6","['L71', 'L72', 'L73', 'L74', 'L75', 'L76', 'L77', 'L78', 'L79', 'L80']",['Output']
C1,T67,Mem Tile,"6,6","['L81', 'L82', 'L83', 'L84', 'L85', 'L86', 'L87', 'L88', 'L89', 'L90']",['Output']
C1,T68,Mem Tile,"7,6","['L91', 'L92', 'L93', 'L94', 'L95', 'L96', 'L97', 'L98', 'L99', 'L100']",['Output']
C1,T69,Mem Tile,"8,6","['L101', 'L102', 'L103', 'L104', 'L105', 'L106', 'L107', 'L108', 'L109', 'L110']",['Output']
C1,T70,Mem Tile,"9,6","['L111', 'L112', 'L113', 'L114', 'L115', 'L116', 'L117', 'L118', 'L119', 'L120']",['Output']
C1,T71,Mem Tile,"0,7","['L121', 'L122', 'L123', 'L124', 'L125', 'L126', 'L127', 'L128', 'L129', 'L130']",['Output']
C1,T72,Mem Tile,"1,7","['L131', 'L132', 'L133', 'L134', 'L135', 'L136', 'L137', 'L138', 'L139', 'L140']",['Output']
C1,T73,Mem Tile,"2,7","['L141', 'L142', 'L143', 'L144', 'L145', 'L146', 'L147', 'L148', 'L149', 'L150']",['Output']
C1,T74,Mem Tile,"3,7","['L151', 'L152', 'L153', 'L154', 'L155', 'L156', 'L157', 'L158', 'L159', 'L160']",['Output']
C1,T75,Mem Tile,"4,7","['L161', 'L162', 'L163', 'L164', 'L165', 'L166', 'L167', 'L168', 'L169', 'L170']",['Output']
C1,T76,Mem Tile,"5,7","['L171', 'L172', 'L173', 'L174', 'L175', 'L176', 'L177', 'L178', 'L179', 'L180']",['Output']
C1,T77,Mem Tile,"6,7","['L181', 'L182', 'L183', 'L184', 'L185', 'L186', 'L187', 'L188', 'L189', 'L190']",['Output']
C1,T78,Mem Tile,"7,7","['L191', 'L192', 'L193', 'L194', 'L195', 'L196', 'L197', 'L198', 'L199', 'L200']",['Output']
C1,T79,Mem Tile,"8,7","['L201', 'L202', 'L203', 'L204', 'L205', 'L206', 'L207', 'L208', 'L209', 'L210']",['Output']
C1,T80,Mem Tile,"9,7","['L211', 'L212', 'L213', 'L214', 'L215', 'L216', 'L217', 'L218', 'L219', 'L220']",['Output']
C1,T81,Mem Tile,"0,8","['L221', 'L222', 'L223', 'L224', 'L225', 'L226', 'L227', 'L228', 'L229', 'L230']",['Output']
C1,T82,Mem Tile,"1,8","['L231', 'L232', 'L233', 'L234', 'L235', 'L236', 'L237', 'L238', 'L239', 'L240']",['Output']
C1,T83,Mem Tile,"2,8","['L241', 'L242', 'L243', 'L244', 'L245', 'L246', 'L247', 'L248', 'L249', 'L250']",['Output']
C1,T84,Mem Tile,"3,8","['L251', 'L252', 'L253', 'L254', 'L255', 'L256', 'L257', 'L258', 'L259', 'L260']",['Output']
C1,T85,Mem Tile,"4,8","['L261', 'L262', 'L263', 'L264', 'L265', 'L266', 'L267', 'L268', 'L269', 'L270']",['Output']
C1,T86,Mem Tile,"5,8","['L271', 'L272', 'L273', 'L274', 'L275', 'L276', 'L277', 'L278', 'L279', 'L280']",['Output']
C1,T87,Mem Tile,"6,8","['L281', 'L282', 'L283', 'L284', 'L285', 'L286', 'L287', 'L288', 'L289', 'L290']",['Output']
C1,T88,Mem Tile,"7,8","['L291', 'L292', 'L293', 'L294', 'L295', 'L296', 'L297', 'L298', 'L299', 'L300']",['Output']
C1,T89,Mem Tile,"8,8","['L301', 'L302', 'L303', 'L304', 'L305', 'L306', 'L307', 'L308', 'L309', 'L310']",['Output']
C1,T90,Mem Tile,"9,8","['L311', 'L312', 'L313', 'L314', 'L315', 'L316', 'L317', 'L318', 'L319', 'L320']",['Output']
C1,T91,Mem Tile,"0,9","['L321', 'L322', 'L323', 'L324', 'L325', 'L326', 'L327', 'L328', 'L329', 'L330']",['Output']
C1,T92,Mem Tile,"1,9","['L331', 'L332', 'L333', 'L334', 'L335', 'L336', 'L337', 'L338', 'L339', 'L340']",['Output']
C1,T93,Mem Tile,"2,9","['L341', 'L342', 'L343', 'L344', 'L345', 'L346', 'L347', 'L348', 'L349', 'L350']",['Output']
C1,T94,Mem Tile,"3,9","['L351', 'L352', 'L353', 'L354', 'L355', 'L356', 'L357', 'L358', 'L359', 'L360']",['Output']
C1,T95,Mem Tile,"4,9","['L361', 'L362', 'L363', 'L364', 'L365', 'L366', 'L367']",['Output']
